2, -393, 200.379, 0
3, -85, 491.232, 0
4, -410, 526.664, 0
5, 6, 591.519, 0
6, -41, 591.519, 0
7, -297, 714.961, 0
8, -345, 265.904, 0
9, 0, 738.419, 0
10, -248, 396.552, 0
11, -262, 697.356, 0
12, -146, 485.323, 0
13, -250, 656.24, 0
14, -415, 656.24, 0
15, -179, 656.24, 0
16, -86, 650.362, 0
17, -320, 188.451, 0
18, -135, 744.28, 0
19, -125, 656.24, 0
20, -96, 738.419, 0
21, -190, 455.76, 0
22, -223, 325.356, 0
23, -155, 573.844, 0
24, -394, 230.179, 0
25, -151, 679.742, 0
26, -39, 579.737, 0
27, -229, 667.993, 0
28, -96, 720.827, 0
29, -350, 254, 0
30, -124, 714.961, 0
31, -116, 656.24, 0
32, -61, 750.141, 0
33, -276, 301.588, 0
34, -478, 0, 0
35, -42, 697.356, 0
36, -226, 265.904, 0
37, -136, 662.117, 0
38, -231, 567.951, 0
39, -176, 366.906, 0
40, -606, 0, 0
41, -266, 744.28, 0
42, -304, 295.643, 0
43, -163, 271.854, 0
44, -64, 691.486, 0
45, -29, 562.056, 0
46, -140, 703.226, 0
47, -220, 485.323, 0
48, -210, 544.365, 0
49, -270, 188.451, 0
50, -238, 485.323, 0
51, -118, 632.721, 0
52, -448, 170.55, 0
53, -331, 720.827, 0
54, -423, 277.803, 0
55, -69, 656.24, 0
56, -336, 236.136, 0
57, -315, 325.356, 0
58, -276, 562.056, 0
59, -363, 473.501, 0
60, -365, 134.72, 0
61, -473, 0, 0
62, -403, 567.951, 0
63, -114, 720.827, 0
64, -246, 295.643, 0
65, -262, 656.24, 0
66, -182, 585.629, 0
67, 0, 673.868, 0
68, -189, 720.827, 0
69, -318, 714.961, 0
70, -128, 473.501, 0
71, -262, 550.263, 0
72, -453, 230.179, 0
73, -236, 259.952, 0
74, -411, 0, 0
75, -470, 307.532, 0
76, -460, 0, 0
77, -321, 212.302, 0
78, -249, 732.556, 0
79, -304, 703.226, 0
80, 63, 703.226, 0
81, 336, 703.226, 0
82, 84, 673.868, 0
83, 321, 673.868, 0
84, 515, 673.868, 0
85, 405, 685.614, 0
86, 232, 685.614, 0
87, 243, 685.614, 0
88, 77, 685.614, 0
89, 204, 726.692, 0
90, 207, 732.556, 0
91, 80, 714.961, 0
92, 266, 714.961, 0
93, 338, 738.419, 0
94, 601, 738.419, 0
95, -70, 714.961, 0
96, -286, 396.552, 0
97, -203, 667.993, 0
98, -275, 372.837, 0
99, -109, 679.742, 0
100, -28, 714.961, 0
